time_s,EEG Fpz-Cz
1.66015625,-14.835
1.66406250,-5.922
1.66796875,3.114
1.67187500,12.027
1.67578125,20.940
1.67968750,29.731
1.68359375,38.400
1.68750000,46.825
1.69140625,55.006
1.69531250,62.821
1.69921875,70.391
1.70312500,77.473
1.70703125,84.310
1.71093750,90.537
1.71484375,96.276
1.71875000,101.526
1.72265625,106.288
1.72656250,110.440
1.73046875,113.980
1.73437500,116.911
1.73828125,119.231
1.74218750,120.818
1.74609375,121.795
1.75000000,122.161
1.75390625,121.795
1.75781250,120.818
1.76171875,119.231
1.76562500,116.911
1.76953125,113.980
1.77343750,110.440
1.77734375,106.288
1.78125000,101.526
1.78515625,96.276
1.78906250,90.537
1.79296875,84.310
1.79687500,77.473
1.80078125,70.391
1.80468750,62.821
1.80859375,55.006
1.81250000,46.825
1.81640625,38.400
1.82031250,29.731
1.82421875,20.940
1.82812500,12.027
1.83203125,3.114
1.83593750,-5.922
1.83984375,-14.835
1.84375000,-23.748
1.84765625,-32.540
1.85156250,-41.087
1.85546875,-49.389
1.85937500,-57.448
1.86328125,-65.263
1.86718750,-72.711
1.87109375,-79.670
1.87500000,-86.264
1.87890625,-92.369
1.88281250,-97.985
1.88671875,-103.114
1.89062500,-107.631
1.89453125,-111.538
1.89843750,-114.957
1.90234375,-117.643
1.90625000,-119.719
1.91015625,-121.062
1.91406250,-121.917
1.91796875,-122.039
1.92187500,-121.429
1.92578125,-120.208
1.92968750,-118.376
1.93359375,-115.934
1.93750000,-112.759
1.94140625,-108.974
1.94531250,-104.701
1.94921875,-99.817
1.95312500,-94.322
1.95703125,-88.339
1.96093750,-81.990
1.96484375,-75.031
1.96875000,-67.827
1.97265625,-60.134
1.97656250,-52.198
1.98046875,-43.895
1.98437500,-35.348
1.98828125,-26.679
1.99218750,-17.888
1.99609375,-8.974
2.00000000,0.061
2.00390625,9.096
2.00781250,18.010
2.01171875,26.801
2.01562500,35.470
2.01953125,44.017
2.02343750,52.320
2.02734375,60.256
2.03125000,67.949
2.03515625,75.153
2.03906250,82.112
2.04296875,88.462
2.04687500,94.444
2.05078125,99.939
2.05468750,104.823
2.05859375,109.096
2.06250000,112.882
2.06640625,116.056
2.07031250,118.498
2.07421875,120.330
2.07812500,121.551
2.08203125,122.161
2.08593750,122.039
2.08984375,121.184
2.09375000,119.841
2.09765625,117.766
2.10156250,115.079
2.10546875,111.661
2.10937500,107.753
2.11328125,103.236
2.11718750,98.107
2.12109375,92.491
2.12500000,86.386
2.12890625,79.792
2.13281250,72.833
2.13671875,65.385
2.14062500,57.570
2.14453125,49.512
2.14843750,41.209
2.15234375,32.662
2.15625000,23.871
2.16015625,14.957
2.16406250,6.044
2.16796875,-2.991
2.17187500,-11.905
2.17578125,-20.818
2.17968750,-29.609
2.18359375,-38.278
2.18750000,-46.703
2.19140625,-54.884
2.19531250,-62.698
2.19921875,-70.269
2.20312500,-77.350
2.20703125,-84.188
2.21093750,-90.415
2.21484375,-96.154
2.21875000,-101.404
2.22265625,-106.166
2.22656250,-110.317
2.23046875,-113.858
2.23437500,-116.789
2.23828125,-119.109
2.24218750,-120.696
2.24609375,-121.673
2.25000000,-122.039
2.25390625,-121.673
2.25781250,-120.696
2.26171875,-119.109
2.26562500,-116.789
2.26953125,-113.858
2.27343750,-110.317
2.27734375,-106.166
2.28125000,-101.404
2.28515625,-96.154
2.28906250,-90.415
2.29296875,-84.188
2.29687500,-77.350
2.30078125,-70.269
2.30468750,-62.698
2.30859375,-54.884
2.31250000,-46.703
2.31640625,-38.278
2.32031250,-29.609
2.32421875,-20.818
2.32812500,-11.905
2.33203125,-2.991
2.33593750,6.044
2.33984375,14.957
2.34375000,23.871
2.34765625,32.662
2.35156250,41.209
2.35546875,49.512
2.35937500,57.570
2.36328125,65.385
2.36718750,72.833
2.37109375,79.792
2.37500000,86.386
2.37890625,92.491
2.38281250,98.107
2.38671875,103.236
2.39062500,107.753
2.39453125,111.661
2.39843750,115.079
2.40234375,117.766
2.40625000,119.841
2.41015625,121.184
2.41406250,122.039
2.41796875,122.161
2.42187500,121.551
2.42578125,120.330
2.42968750,118.498
2.43359375,116.056
2.43750000,112.882
2.44140625,109.096
2.44531250,104.823
2.44921875,99.939
2.45312500,94.444
2.45703125,88.462
2.46093750,82.112
2.46484375,75.153
2.46875000,67.949
2.47265625,60.256
2.47656250,52.320
2.48046875,44.017
2.48437500,35.470
2.48828125,26.801
2.49218750,18.010
2.49609375,9.096
2.50000000,0.061
2.50390625,-8.974
2.50781250,-17.888
2.51171875,-26.679
2.51562500,-35.348
2.51953125,-43.895
2.52343750,-52.198
2.52734375,-60.134
2.53125000,-67.827
2.53515625,-75.031
2.53906250,-81.990
2.54296875,-88.339
2.54687500,-94.322
2.55078125,-99.817
2.55468750,-104.701
2.55859375,-108.974
2.56250000,-112.759
2.56640625,-115.934
2.57031250,-118.376
2.57421875,-120.208
2.57812500,-121.429
2.58203125,-122.039
2.58593750,-121.917
2.58984375,-121.062
2.59375000,-119.719
2.59765625,-117.643
2.60156250,-114.957
2.60546875,-111.538
2.60937500,-107.631
2.61328125,-103.114
2.61718750,-97.985
2.62109375,-92.369
2.62500000,-86.264
2.62890625,-79.670
2.63281250,-72.711
2.63671875,-65.263
2.64062500,-57.448
2.64453125,-49.389
2.64843750,-41.087
2.65234375,-32.540
2.65625000,-23.748
2.66015625,-14.835
2.66406250,-5.922
2.66796875,3.114
2.67187500,12.027
2.67578125,20.940
2.67968750,29.731
2.68359375,38.400
2.68750000,46.825
2.69140625,55.006
2.69531250,62.821
2.69921875,70.391
2.70312500,77.473
2.70703125,84.310
2.71093750,90.537
2.71484375,96.276
2.71875000,101.526
2.72265625,106.288
2.72656250,110.440
2.73046875,113.980
2.73437500,116.911
2.73828125,119.231
2.74218750,120.818
2.74609375,121.795
2.75000000,122.161
2.75390625,121.795
2.75781250,120.818
2.76171875,119.231
2.76562500,116.911
2.76953125,113.980
2.77343750,110.440
2.77734375,106.288
2.78125000,101.526
2.78515625,96.276
2.78906250,90.537
2.79296875,84.310
2.79687500,77.473
2.80078125,70.391
2.80468750,62.821
2.80859375,55.006
2.81250000,46.825
2.81640625,38.400
2.82031250,29.731
2.82421875,20.940
2.82812500,12.027
2.83203125,3.114
2.83593750,-5.922
2.83984375,-14.835
2.84375000,-23.748
2.84765625,-32.540
2.85156250,-41.087
2.85546875,-49.389
2.85937500,-57.448
2.86328125,-65.263
2.86718750,-72.711
2.87109375,-79.670
2.87500000,-86.264
2.87890625,-92.369
2.88281250,-97.985
2.88671875,-103.114
2.89062500,-107.631
2.89453125,-111.538
2.89843750,-114.957
2.90234375,-117.643
2.90625000,-119.719
2.91015625,-121.062
2.91406250,-121.917
2.91796875,-122.039
2.92187500,-121.429
2.92578125,-120.208
2.92968750,-118.376
2.93359375,-115.934
2.93750000,-112.759
2.94140625,-108.974
2.94531250,-104.701
2.94921875,-99.817
2.95312500,-94.322
2.95703125,-88.339
2.96093750,-81.990
2.96484375,-75.031
2.96875000,-67.827
2.97265625,-60.134
2.97656250,-52.198
2.98046875,-43.895
2.98437500,-35.348
2.98828125,-26.679
2.99218750,-17.888
2.99609375,-8.974
