time_s,EEG
0.1494140625,-225.458
0.1503906250,-225.336
0.1513671875,-225.214
0.1523437500,-225.092
0.1533203125,-224.969
0.1542968750,-224.847
0.1552734375,-224.725
0.1562500000,-224.603
0.1572265625,-224.481
0.1582031250,-224.359
0.1591796875,-224.237
0.1601562500,-224.115
0.1611328125,-223.993
0.1621093750,-223.871
0.1630859375,-223.748
0.1640625000,-223.626
0.1650390625,-223.504
0.1660156250,-223.382
0.1669921875,-223.260
0.1679687500,-223.138
0.1689453125,-223.016
0.1699218750,-222.894
0.1708984375,-222.772
0.1718750000,-222.650
0.1728515625,-222.527
0.1738281250,-222.405
0.1748046875,-222.283
0.1757812500,-222.161
0.1767578125,-222.039
0.1777343750,-221.917
0.1787109375,-221.795
0.1796875000,-221.673
0.1806640625,-221.551
0.1816406250,-221.429
0.1826171875,-221.306
0.1835937500,-221.184
0.1845703125,-221.062
0.1855468750,-220.940
0.1865234375,-220.818
0.1875000000,-220.696
0.1884765625,-220.574
0.1894531250,-220.452
0.1904296875,-220.330
0.1914062500,-220.208
0.1923828125,-220.085
0.1933593750,-219.963
0.1943359375,-219.841
0.1953125000,-219.719
0.1962890625,-219.597
0.1972656250,-219.475
0.1982421875,-219.353
0.1992187500,-219.231
0.2001953125,-219.109
0.2011718750,-218.987
0.2021484375,-218.864
0.2031250000,-218.742
0.2041015625,-218.620
0.2050781250,-218.498
0.2060546875,-218.376
0.2070312500,-218.254
0.2080078125,-218.132
0.2089843750,-218.010
0.2099609375,-217.888
0.2109375000,-217.766
0.2119140625,-217.643
0.2128906250,-217.521
0.2138671875,-217.399
0.2148437500,-217.277
0.2158203125,-217.155
0.2167968750,-217.033
0.2177734375,-216.911
0.2187500000,-216.789
0.2197265625,-216.667
0.2207031250,-216.545
0.2216796875,-216.422
0.2226562500,-216.300
0.2236328125,-216.178
0.2246093750,-216.056
0.2255859375,-215.934
0.2265625000,-215.812
0.2275390625,-215.690
0.2285156250,-215.568
0.2294921875,-215.446
0.2304687500,-215.324
0.2314453125,-215.201
0.2324218750,-215.079
0.2333984375,-214.957
0.2343750000,-214.835
0.2353515625,-214.713
0.2363281250,-214.591
0.2373046875,-214.469
0.2382812500,-214.347
0.2392578125,-214.225
0.2402343750,-214.103
0.2412109375,-213.980
0.2421875000,-213.858
0.2431640625,-213.736
0.2441406250,-213.614
0.2451171875,-213.492
0.2460937500,-213.370
0.2470703125,-213.248
0.2480468750,-213.126
0.2490234375,-213.004
0.2500000000,-212.882
0.2509765625,-212.759
0.2519531250,-212.637
0.2529296875,-212.515
0.2539062500,-212.393
0.2548828125,-212.271
0.2558593750,-212.149
0.2568359375,-212.027
0.2578125000,-211.905
0.2587890625,-211.783
0.2597656250,-211.661
0.2607421875,-211.538
0.2617187500,-211.416
0.2626953125,-211.294
0.2636718750,-211.172
0.2646484375,-211.050
0.2656250000,-210.928
0.2666015625,-210.806
0.2675781250,-210.684
0.2685546875,-210.562
0.2695312500,-210.440
0.2705078125,-210.317
0.2714843750,-210.195
0.2724609375,-210.073
0.2734375000,-209.951
0.2744140625,-209.829
0.2753906250,-209.707
0.2763671875,-209.585
0.2773437500,-209.463
0.2783203125,-209.341
0.2792968750,-209.219
0.2802734375,-209.096
0.2812500000,-208.974
0.2822265625,-208.852
0.2832031250,-208.730
0.2841796875,-208.608
0.2851562500,-208.486
0.2861328125,-208.364
0.2871093750,-208.242
0.2880859375,-208.120
0.2890625000,-207.998
0.2900390625,-207.875
0.2910156250,-207.753
0.2919921875,-207.631
0.2929687500,-207.509
0.2939453125,-207.387
0.2949218750,-207.265
0.2958984375,-207.143
0.2968750000,-207.021
0.2978515625,-206.899
0.2988281250,-206.777
0.2998046875,-206.654
0.3007812500,-206.532
0.3017578125,-206.410
0.3027343750,-206.288
0.3037109375,-206.166
0.3046875000,-206.044
0.3056640625,-205.922
0.3066406250,-205.800
0.3076171875,-205.678
0.3085937500,-205.556
0.3095703125,-205.433
0.3105468750,-205.311
0.3115234375,-205.189
0.3125000000,-205.067
0.3134765625,-204.945
0.3144531250,-204.823
0.3154296875,-204.701
0.3164062500,-204.579
0.3173828125,-204.457
0.3183593750,-204.335
0.3193359375,-204.212
0.3203125000,-204.090
0.3212890625,-203.968
0.3222656250,-203.846
0.3232421875,-203.724
0.3242187500,-203.602
0.3251953125,-203.480
0.3261718750,-203.358
0.3271484375,-203.236
0.3281250000,-203.114
0.3291015625,-202.991
0.3300781250,-202.869
0.3310546875,-202.747
0.3320312500,-202.625
0.3330078125,-202.503
0.3339843750,-202.381
0.3349609375,-202.259
0.3359375000,-202.137
0.3369140625,-202.015
0.3378906250,-201.893
0.3388671875,-201.770
0.3398437500,-201.648
0.3408203125,-201.526
0.3417968750,-201.404
0.3427734375,-201.282
0.3437500000,-201.160
0.3447265625,-201.038
0.3457031250,-200.916
0.3466796875,-200.794
0.3476562500,-200.672
0.3486328125,-200.549
0.3496093750,-200.427
0.3505859375,-200.305
0.3515625000,-200.183
0.3525390625,-200.061
0.3535156250,-199.939
0.3544921875,-199.817
0.3554687500,-199.695
0.3564453125,-199.573
0.3574218750,-199.451
0.3583984375,-199.328
0.3593750000,-199.206
0.3603515625,-199.084
0.3613281250,-198.962
0.3623046875,-198.840
0.3632812500,-198.718
0.3642578125,-198.596
0.3652343750,-198.474
0.3662109375,-198.352
0.3671875000,-198.230
0.3681640625,-198.107
0.3691406250,-197.985
0.3701171875,-197.863
0.3710937500,-197.741
0.3720703125,-197.619
0.3730468750,-197.497
0.3740234375,-197.375
0.3750000000,-197.253
0.3759765625,-197.131
0.3769531250,-197.009
0.3779296875,-196.886
0.3789062500,-196.764
0.3798828125,-196.642
0.3808593750,-196.520
0.3818359375,-196.398
0.3828125000,-196.276
0.3837890625,-196.154
0.3847656250,-196.032
0.3857421875,-195.910
0.3867187500,-195.788
0.3876953125,-195.665
0.3886718750,-195.543
0.3896484375,-195.421
0.3906250000,-195.299
0.3916015625,-195.177
0.3925781250,-195.055
0.3935546875,-194.933
0.3945312500,-194.811
0.3955078125,-194.689
0.3964843750,-194.567
0.3974609375,-194.444
0.3984375000,-194.322
0.3994140625,-194.200
0.4003906250,-194.078
0.4013671875,-193.956
0.4023437500,-193.834
0.4033203125,-193.712
0.4042968750,-193.590
0.4052734375,-193.468
0.4062500000,-193.346
0.4072265625,-193.223
0.4082031250,-193.101
0.4091796875,-192.979
0.4101562500,-192.857
0.4111328125,-192.735
0.4121093750,-192.613
0.4130859375,-192.491
0.4140625000,-192.369
0.4150390625,-192.247
0.4160156250,-192.125
0.4169921875,-192.002
0.4179687500,-191.880
0.4189453125,-191.758
0.4199218750,-191.636
0.4208984375,-191.514
0.4218750000,-191.392
0.4228515625,-191.270
0.4238281250,-191.148
0.4248046875,-191.026
0.4257812500,-190.904
0.4267578125,-190.781
0.4277343750,-190.659
0.4287109375,-190.537
0.4296875000,-190.415
0.4306640625,-190.293
0.4316406250,-190.171
0.4326171875,-190.049
0.4335937500,-189.927
0.4345703125,-189.805
0.4355468750,-189.683
0.4365234375,-189.560
0.4375000000,-189.438
0.4384765625,-189.316
0.4394531250,-189.194
0.4404296875,-189.072
0.4414062500,-188.950
0.4423828125,-188.828
0.4433593750,-188.706
0.4443359375,-188.584
0.4453125000,-188.462
0.4462890625,-188.339
0.4472656250,-188.217
0.4482421875,-188.095
0.4492187500,-187.973
0.4501953125,-187.851
0.4511718750,-187.729
0.4521484375,-187.607
0.4531250000,-187.485
0.4541015625,-187.363
0.4550781250,-187.241
0.4560546875,-187.118
0.4570312500,-186.996
0.4580078125,-186.874
0.4589843750,-186.752
0.4599609375,-186.630
0.4609375000,-186.508
0.4619140625,-186.386
0.4628906250,-186.264
0.4638671875,-186.142
0.4648437500,-186.020
0.4658203125,-185.897
0.4667968750,-185.775
0.4677734375,-185.653
0.4687500000,-185.531
0.4697265625,-185.409
0.4707031250,-185.287
0.4716796875,-185.165
0.4726562500,-185.043
0.4736328125,-184.921
0.4746093750,-184.799
0.4755859375,-184.676
0.4765625000,-184.554
0.4775390625,-184.432
0.4785156250,-184.310
0.4794921875,-184.188
0.4804687500,-184.066
0.4814453125,-183.944
0.4824218750,-183.822
0.4833984375,-183.700
0.4843750000,-183.578
0.4853515625,-183.455
0.4863281250,-183.333
0.4873046875,-183.211
0.4882812500,-183.089
0.4892578125,-182.967
0.4902343750,-182.845
0.4912109375,-182.723
0.4921875000,-182.601
0.4931640625,-182.479
0.4941406250,-182.357
0.4951171875,-182.234
0.4960937500,-182.112
0.4970703125,-181.990
0.4980468750,-181.868
0.4990234375,-181.746
0.5000000000,-181.624
0.5009765625,-181.502
0.5019531250,-181.380
0.5029296875,-181.258
0.5039062500,-181.136
0.5048828125,-181.013
0.5058593750,-180.891
0.5068359375,-180.769
0.5078125000,-180.647
0.5087890625,-180.525
0.5097656250,-180.403
0.5107421875,-180.281
0.5117187500,-180.159
0.5126953125,-180.037
0.5136718750,-179.915
0.5146484375,-179.792
0.5156250000,-179.670
0.5166015625,-179.548
0.5175781250,-179.426
0.5185546875,-179.304
0.5195312500,-179.182
0.5205078125,-179.060
0.5214843750,-178.938
0.5224609375,-178.816
0.5234375000,-178.694
0.5244140625,-178.571
0.5253906250,-178.449
0.5263671875,-178.327
0.5273437500,-178.205
0.5283203125,-178.083
0.5292968750,-177.961
0.5302734375,-177.839
0.5312500000,-177.717
0.5322265625,-177.595
0.5332031250,-177.473
0.5341796875,-177.350
0.5351562500,-177.228
0.5361328125,-177.106
0.5371093750,-176.984
0.5380859375,-176.862
0.5390625000,-176.740
0.5400390625,-176.618
0.5410156250,-176.496
0.5419921875,-176.374
0.5429687500,-176.252
0.5439453125,-176.129
0.5449218750,-176.007
0.5458984375,-175.885
0.5468750000,-175.763
0.5478515625,-175.641
0.5488281250,-175.519
0.5498046875,-175.397
0.5507812500,-175.275
0.5517578125,-175.153
0.5527343750,-175.031
0.5537109375,-174.908
0.5546875000,-174.786
0.5556640625,-174.664
0.5566406250,-174.542
0.5576171875,-174.420
0.5585937500,-174.298
0.5595703125,-174.176
0.5605468750,-174.054
0.5615234375,-173.932
0.5625000000,-173.810
0.5634765625,-173.687
0.5644531250,-173.565
0.5654296875,-173.443
0.5664062500,-173.321
0.5673828125,-173.199
0.5683593750,-173.077
0.5693359375,-172.955
0.5703125000,-172.833
0.5712890625,-172.711
0.5722656250,-172.589
0.5732421875,-172.466
0.5742187500,-172.344
0.5751953125,-172.222
0.5761718750,-172.100
0.5771484375,-171.978
0.5781250000,-171.856
0.5791015625,-171.734
0.5800781250,-171.612
0.5810546875,-171.490
0.5820312500,-171.368
0.5830078125,-171.245
0.5839843750,-171.123
0.5849609375,-171.001
0.5859375000,-170.879
0.5869140625,-170.757
0.5878906250,-170.635
0.5888671875,-170.513
0.5898437500,-170.391
0.5908203125,-170.269
0.5917968750,-170.147
0.5927734375,-170.024
0.5937500000,-169.902
0.5947265625,-169.780
0.5957031250,-169.658
0.5966796875,-169.536
0.5976562500,-169.414
0.5986328125,-169.292
0.5996093750,-169.170
0.6005859375,-169.048
0.6015625000,-168.926
0.6025390625,-168.803
0.6035156250,-168.681
0.6044921875,-168.559
0.6054687500,-168.437
0.6064453125,-168.315
0.6074218750,-168.193
0.6083984375,-168.071
0.6093750000,-167.949
0.6103515625,-167.827
0.6113281250,-167.705
0.6123046875,-167.582
0.6132812500,-167.460
0.6142578125,-167.338
0.6152343750,-167.216
0.6162109375,-167.094
0.6171875000,-166.972
0.6181640625,-166.850
0.6191406250,-166.728
0.6201171875,-166.606
0.6210937500,-166.484
0.6220703125,-166.361
0.6230468750,-166.239
0.6240234375,-166.117
0.6250000000,-165.995
0.6259765625,-165.873
0.6269531250,-165.751
0.6279296875,-165.629
0.6289062500,-165.507
0.6298828125,-165.385
0.6308593750,-165.263
0.6318359375,-165.140
0.6328125000,-165.018
0.6337890625,-164.896
0.6347656250,-164.774
0.6357421875,-164.652
0.6367187500,-164.530
0.6376953125,-164.408
0.6386718750,-164.286
0.6396484375,-164.164
0.6406250000,-164.042
0.6416015625,-163.919
0.6425781250,-163.797
0.6435546875,-163.675
0.6445312500,-163.553
0.6455078125,-163.431
0.6464843750,-163.309
0.6474609375,-163.187
0.6484375000,-163.065
0.6494140625,-162.943
0.6503906250,-162.821
0.6513671875,-162.698
0.6523437500,-162.576
0.6533203125,-162.454
0.6542968750,-162.332
0.6552734375,-162.210
0.6562500000,-162.088
0.6572265625,-161.966
0.6582031250,-161.844
0.6591796875,-161.722
0.6601562500,-161.600
0.6611328125,-161.477
0.6621093750,-161.355
0.6630859375,-161.233
0.6640625000,-161.111
0.6650390625,-160.989
0.6660156250,-160.867
0.6669921875,-160.745
0.6679687500,-160.623
0.6689453125,-160.501
0.6699218750,-160.379
0.6708984375,-160.256
0.6718750000,-160.134
0.6728515625,-160.012
0.6738281250,-159.890
0.6748046875,-159.768
0.6757812500,-159.646
0.6767578125,-159.524
0.6777343750,-159.402
0.6787109375,-159.280
0.6796875000,-159.158
0.6806640625,-159.035
0.6816406250,-158.913
0.6826171875,-158.791
0.6835937500,-158.669
0.6845703125,-158.547
0.6855468750,-158.425
0.6865234375,-158.303
0.6875000000,-158.181
0.6884765625,-158.059
0.6894531250,-157.937
0.6904296875,-157.814
0.6914062500,-157.692
0.6923828125,-157.570
0.6933593750,-157.448
0.6943359375,-157.326
0.6953125000,-157.204
0.6962890625,-157.082
0.6972656250,-156.960
0.6982421875,-156.838
0.6992187500,-156.716
0.7001953125,-156.593
0.7011718750,-156.471
0.7021484375,-156.349
0.7031250000,-156.227
0.7041015625,-156.105
0.7050781250,-155.983
0.7060546875,-155.861
0.7070312500,-155.739
0.7080078125,-155.617
0.7089843750,-155.495
0.7099609375,-155.372
0.7109375000,-155.250
0.7119140625,-155.128
0.7128906250,-155.006
0.7138671875,-154.884
0.7148437500,-154.762
0.7158203125,-154.640
0.7167968750,-154.518
0.7177734375,-154.396
0.7187500000,-154.274
0.7197265625,-154.151
0.7207031250,-154.029
0.7216796875,-153.907
0.7226562500,-153.785
0.7236328125,-153.663
0.7246093750,-153.541
0.7255859375,-153.419
0.7265625000,-153.297
0.7275390625,-153.175
0.7285156250,-153.053
0.7294921875,-152.930
0.7304687500,-152.808
0.7314453125,-152.686
0.7324218750,-152.564
0.7333984375,-152.442
0.7343750000,-152.320
0.7353515625,-152.198
0.7363281250,-152.076
0.7373046875,-151.954
0.7382812500,-151.832
0.7392578125,-151.709
0.7402343750,-151.587
0.7412109375,-151.465
0.7421875000,-151.343
0.7431640625,-151.221
0.7441406250,-151.099
0.7451171875,-150.977
0.7460937500,-150.855
0.7470703125,-150.733
0.7480468750,-150.611
0.7490234375,-150.488
0.7500000000,-150.366
0.7509765625,-150.244
0.7519531250,-150.122
0.7529296875,-150.000
0.7539062500,-149.878
0.7548828125,-149.756
0.7558593750,-149.634
0.7568359375,-149.512
0.7578125000,-149.389
0.7587890625,-149.267
0.7597656250,-149.145
0.7607421875,-149.023
0.7617187500,-148.901
0.7626953125,-148.779
0.7636718750,-148.657
0.7646484375,-148.535
0.7656250000,-148.413
0.7666015625,-148.291
0.7675781250,-148.168
0.7685546875,-148.046
0.7695312500,-147.924
0.7705078125,-147.802
0.7714843750,-147.680
0.7724609375,-147.558
0.7734375000,-147.436
0.7744140625,-147.314
0.7753906250,-147.192
0.7763671875,-147.070
0.7773437500,-146.947
0.7783203125,-146.825
0.7792968750,-146.703
0.7802734375,-146.581
0.7812500000,-146.459
0.7822265625,-146.337
0.7832031250,-146.215
0.7841796875,-146.093
0.7851562500,-145.971
0.7861328125,-145.849
0.7871093750,-145.726
0.7880859375,-145.604
0.7890625000,-145.482
0.7900390625,-145.360
0.7910156250,-145.238
0.7919921875,-145.116
0.7929687500,-144.994
0.7939453125,-144.872
0.7949218750,-144.750
0.7958984375,-144.628
0.7968750000,-144.505
0.7978515625,-144.383
0.7988281250,-144.261
0.7998046875,-144.139
0.8007812500,-144.017
0.8017578125,-143.895
0.8027343750,-143.773
0.8037109375,-143.651
0.8046875000,-143.529
0.8056640625,-143.407
0.8066406250,-143.284
0.8076171875,-143.162
0.8085937500,-143.040
0.8095703125,-142.918
0.8105468750,-142.796
0.8115234375,-142.674
0.8125000000,-142.552
0.8134765625,-142.430
0.8144531250,-142.308
0.8154296875,-142.186
0.8164062500,-142.063
0.8173828125,-141.941
0.8183593750,-141.819
0.8193359375,-141.697
0.8203125000,-141.575
0.8212890625,-141.453
0.8222656250,-141.331
0.8232421875,-141.209
0.8242187500,-141.087
0.8251953125,-140.965
0.8261718750,-140.842
0.8271484375,-140.720
0.8281250000,-140.598
0.8291015625,-140.476
0.8300781250,-140.354
0.8310546875,-140.232
0.8320312500,-140.110
0.8330078125,-139.988
0.8339843750,-139.866
0.8349609375,-139.744
0.8359375000,-139.621
0.8369140625,-139.499
0.8378906250,-139.377
0.8388671875,-139.255
0.8398437500,-139.133
0.8408203125,-139.011
0.8417968750,-138.889
0.8427734375,-138.767
0.8437500000,-138.645
0.8447265625,-138.523
0.8457031250,-138.400
0.8466796875,-138.278
0.8476562500,-138.156
0.8486328125,-138.034
0.8496093750,-137.912
0.8505859375,-137.790
0.8515625000,-137.668
0.8525390625,-137.546
0.8535156250,-137.424
0.8544921875,-137.302
0.8554687500,-137.179
0.8564453125,-137.057
0.8574218750,-136.935
0.8583984375,-136.813
0.8593750000,-136.691
0.8603515625,-136.569
0.8613281250,-136.447
0.8623046875,-136.325
0.8632812500,-136.203
0.8642578125,-136.081
0.8652343750,-135.958
0.8662109375,-135.836
0.8671875000,-135.714
0.8681640625,-135.592
0.8691406250,-135.470
0.8701171875,-135.348
0.8710937500,-135.226
0.8720703125,-135.104
0.8730468750,-134.982
0.8740234375,-134.860
0.8750000000,-134.737
0.8759765625,-134.615
0.8769531250,-134.493
0.8779296875,-134.371
0.8789062500,-134.249
0.8798828125,-134.127
0.8808593750,-134.005
0.8818359375,-133.883
0.8828125000,-133.761
0.8837890625,-133.639
0.8847656250,-133.516
0.8857421875,-133.394
0.8867187500,-133.272
0.8876953125,-133.150
0.8886718750,-133.028
0.8896484375,-132.906
0.8906250000,-132.784
0.8916015625,-132.662
0.8925781250,-132.540
0.8935546875,-132.418
0.8945312500,-132.295
0.8955078125,-132.173
0.8964843750,-132.051
0.8974609375,-131.929
0.8984375000,-131.807
0.8994140625,-131.685
0.9003906250,-131.563
0.9013671875,-131.441
0.9023437500,-131.319
0.9033203125,-131.197
0.9042968750,-131.074
0.9052734375,-130.952
0.9062500000,-130.830
0.9072265625,-130.708
0.9082031250,-130.586
0.9091796875,-130.464
0.9101562500,-130.342
0.9111328125,-130.220
0.9121093750,-130.098
0.9130859375,-129.976
0.9140625000,-129.853
0.9150390625,-129.731
0.9160156250,-129.609
0.9169921875,-129.487
0.9179687500,-129.365
0.9189453125,-129.243
0.9199218750,-129.121
0.9208984375,-128.999
0.9218750000,-128.877
0.9228515625,-128.755
0.9238281250,-128.632
0.9248046875,-128.510
0.9257812500,-128.388
0.9267578125,-128.266
0.9277343750,-128.144
0.9287109375,-128.022
0.9296875000,-127.900
0.9306640625,-127.778
0.9316406250,-127.656
0.9326171875,-127.534
0.9335937500,-127.411
0.9345703125,-127.289
0.9355468750,-127.167
0.9365234375,-127.045
0.9375000000,-126.923
0.9384765625,-126.801
0.9394531250,-126.679
0.9404296875,-126.557
0.9414062500,-126.435
0.9423828125,-126.313
0.9433593750,-126.190
0.9443359375,-126.068
0.9453125000,-125.946
0.9462890625,-125.824
0.9472656250,-125.702
0.9482421875,-125.580
0.9492187500,-125.458
0.9501953125,-125.336
0.9511718750,-125.214
0.9521484375,-125.092
0.9531250000,-124.969
0.9541015625,-124.847
0.9550781250,-124.725
0.9560546875,-124.603
0.9570312500,-124.481
0.9580078125,-124.359
0.9589843750,-124.237
0.9599609375,-124.115
0.9609375000,-123.993
0.9619140625,-123.871
0.9628906250,-123.748
0.9638671875,-123.626
0.9648437500,-123.504
0.9658203125,-123.382
0.9667968750,-123.260
0.9677734375,-123.138
0.9687500000,-123.016
0.9697265625,-122.894
0.9707031250,-122.772
0.9716796875,-122.650
0.9726562500,-122.527
0.9736328125,-122.405
0.9746093750,-122.283
0.9755859375,-122.161
0.9765625000,-122.039
0.9775390625,-121.917
0.9785156250,-121.795
0.9794921875,-121.673
0.9804687500,-121.551
0.9814453125,-121.429
0.9824218750,-121.306
0.9833984375,-121.184
0.9843750000,-121.062
0.9853515625,-120.940
0.9863281250,-120.818
0.9873046875,-120.696
0.9882812500,-120.574
0.9892578125,-120.452
0.9902343750,-120.330
0.9912109375,-120.208
0.9921875000,-120.085
0.9931640625,-119.963
0.9941406250,-119.841
0.9951171875,-119.719
0.9960937500,-119.597
0.9970703125,-119.475
0.9980468750,-119.353
0.9990234375,-119.231
1.0000000000,-119.109
1.0009765625,-118.987
1.0019531250,-118.864
1.0029296875,-118.742
1.0039062500,-118.620
1.0048828125,-118.498
1.0058593750,-118.376
1.0068359375,-118.254
1.0078125000,-118.132
1.0087890625,-118.010
1.0097656250,-117.888
1.0107421875,-117.766
1.0117187500,-117.643
1.0126953125,-117.521
1.0136718750,-117.399
1.0146484375,-117.277
1.0156250000,-117.155
1.0166015625,-117.033
1.0175781250,-116.911
1.0185546875,-116.789
1.0195312500,-116.667
1.0205078125,-116.545
1.0214843750,-116.422
1.0224609375,-116.300
1.0234375000,-116.178
1.0244140625,-116.056
1.0253906250,-115.934
1.0263671875,-115.812
1.0273437500,-115.690
1.0283203125,-115.568
1.0292968750,-115.446
1.0302734375,-115.324
1.0312500000,-115.201
1.0322265625,-115.079
1.0332031250,-114.957
1.0341796875,-114.835
1.0351562500,-114.713
1.0361328125,-114.591
1.0371093750,-114.469
1.0380859375,-114.347
1.0390625000,-114.225
1.0400390625,-114.103
1.0410156250,-113.980
1.0419921875,-113.858
1.0429687500,-113.736
1.0439453125,-113.614
1.0449218750,-113.492
1.0458984375,-113.370
1.0468750000,-113.248
1.0478515625,-113.126
1.0488281250,-113.004
1.0498046875,-112.882
1.0507812500,-112.759
1.0517578125,-112.637
1.0527343750,-112.515
1.0537109375,-112.393
1.0546875000,-112.271
1.0556640625,-112.149
1.0566406250,-112.027
1.0576171875,-111.905
1.0585937500,-111.783
1.0595703125,-111.661
1.0605468750,-111.538
1.0615234375,-111.416
1.0625000000,-111.294
1.0634765625,-111.172
1.0644531250,-111.050
1.0654296875,-110.928
1.0664062500,-110.806
1.0673828125,-110.684
1.0683593750,-110.562
1.0693359375,-110.440
1.0703125000,-110.317
1.0712890625,-110.195
1.0722656250,-110.073
1.0732421875,-109.951
1.0742187500,-109.829
1.0751953125,-109.707
1.0761718750,-109.585
1.0771484375,-109.463
1.0781250000,-109.341
1.0791015625,-109.219
1.0800781250,-109.096
1.0810546875,-108.974
1.0820312500,-108.852
1.0830078125,-108.730
1.0839843750,-108.608
1.0849609375,-108.486
1.0859375000,-108.364
1.0869140625,-108.242
1.0878906250,-108.120
1.0888671875,-107.998
1.0898437500,-107.875
1.0908203125,-107.753
1.0917968750,-107.631
1.0927734375,-107.509
1.0937500000,-107.387
1.0947265625,-107.265
1.0957031250,-107.143
1.0966796875,-107.021
1.0976562500,-106.899
1.0986328125,-106.777
1.0996093750,-106.654
1.1005859375,-106.532
1.1015625000,-106.410
1.1025390625,-106.288
1.1035156250,-106.166
1.1044921875,-106.044
1.1054687500,-105.922
1.1064453125,-105.800
1.1074218750,-105.678
1.1083984375,-105.556
1.1093750000,-105.433
1.1103515625,-105.311
1.1113281250,-105.189
1.1123046875,-105.067
1.1132812500,-104.945
1.1142578125,-104.823
1.1152343750,-104.701
1.1162109375,-104.579
1.1171875000,-104.457
1.1181640625,-104.335
1.1191406250,-104.212
1.1201171875,-104.090
1.1210937500,-103.968
1.1220703125,-103.846
1.1230468750,-103.724
1.1240234375,-103.602
1.1250000000,-103.480
1.1259765625,-103.358
1.1269531250,-103.236
1.1279296875,-103.114
1.1289062500,-102.991
1.1298828125,-102.869
1.1308593750,-102.747
1.1318359375,-102.625
1.1328125000,-102.503
1.1337890625,-102.381
1.1347656250,-102.259
1.1357421875,-102.137
1.1367187500,-102.015
